0D,1BF7,0680,0663,0664,0682
0D,1BF8,0680,0661,0662,0680
0D,1BF9,067E,065F,0660,067F
0D,1BFA,067E,0661,0662,067F
0D,1BFB,0681,0663,0664,0682
0D,1BFC,0680,0662,0665,0682
0D,1BFD,067F,0661,0662,0680
0D,1BFE,067E,065F,0661,067F
0D,1BFF,067E,0661,0662,0680
0D,1C00,0681,0663,0664,0682
0D,1C01,0681,0663,0664,0682
0D,1C02,067F,0661,0663,0680
0D,1C03,067D,0660,0661,067E
0D,1C04,067E,0660,0661,067F
0D,1C05,0680,0663,0664,0681
0D,1C06,0680,0663,0664,0682
0D,1C07,067F,0661,0662,0680
0D,1C08,067D,065F,0661,067F
0D,1C09,067D,0660,0661,067F
0D,1C0A,0680,0662,0663,0681
0D,1C0B,067F,0662,0664,0681
0D,1C0C,067F,0661,0662,067F
0D,1C0D,067D,065F,0660,067F
0D,1C0E,067E,0660,0661,0680
0D,1C0F,0681,0662,0664,0682
0D,1C10,0681,0662,0664,0682
0D,1C11,067F,0662,0662,0681
0D,1C12,067E,0660,0661,067E
0D,1C13,067E,0661,0662,0680
0D,1C14,0680,0663,0665,0682
0D,1C15,0681,0663,0665,0681
0D,1C16,067F,0662,0662,0680
0D,1C17,067D,0660,0661,067F
0D,1C18,067F,0660,0661,0680
0D,1C19,0681,0662,0664,0683
0D,1C1A,0681,0663,0664,0682
0D,1C1B,067F,0661,0662,0681
0D,1C1C,067E,065F,0661,067F
0D,1C1D,067E,0660,0662,0680
0D,1C1E,0681,0663,0664,0682
0D,1C1F,0681,0663,0664,0682
0D,1C20,067F,0661,0663,0681
0D,1C21,067D,0660,0661,067F
0D,1C22,067D,0660,0662,067F
0D,1C23,0680,0663,0664,0682
0D,1C24,0680,0663,0664,0681
0D,1C25,067E,0660,0662,0680
0D,1C26,067D,065F,0661,067F
0D,1C27,067E,065F,0661,067F
0D,1C28,0681,0662,0663,0682
0D,1C29,0680,0662,0663,0682
0D,1C2A,067F,0660,0661,0680
0D,1C2B,067D,065F,0660,067E
0D,1C2C,067D,0660,0661,067F
0D,1C2D,0680,0662,0664,0682
0D,1C2E,0680,0663,0664,0681
0D,1C2F,067F,0662,0662,0680
0D,1C30,067D,0660,0661,067F
0D,1C31,067E,0660,0662,0680
0D,1C32,0681,0662,0664,0683
0D,1C33,0681,0663,0664,0683
0D,1C34,067F,0661,0662,0680
0D,1C35,067E,0660,0661,067F
0D,1C36,067E,0660,0661,0680
0D,1C37,0681,0663,0664,0682
0D,1C38,0681,0663,0664,0683
0D,1C39,067F,0662,0662,0681
0D,1C3A,067E,0660,0661,067E
0D,1C3B,067E,0661,0662,067F
0D,1C3C,0680,0663,0665,0681
0D,1C3D,0680,0663,0664,0682
0D,1C3E,067F,0662,0662,0680
0D,1C3F,067E,0660,0660,067E
0D,1C40,067E,0660,0661,0680
0D,1C41,0681,0662,0663,0682
0D,1C42,0682,0662,0663,0682
0D,1C43,0680,0661,0661,0681
0D,1C44,067F,065F,0660,067E
0D,1C45,067F,0660,0660,067F
0D,1C46,0680,0663,0663,0681
0D,1C47,0681,0663,0664,0681
0D,1C48,067F,0662,0663,0680
0D,1C49,067E,0660,0661,067F
0D,1C4A,067E,0661,0662,067F
0D,1C4B,0680,0663,0664,0681
0D,1C4C,0681,0663,0664,0682
0D,1C4D,0680,0661,0662,0680
0D,1C4E,067E,0660,0661,067F
0D,1C4F,067F,0660,0661,067F
0D,1C50,0681,0663,0663,0682
0D,1C51,0682,0663,0663,0682
0D,1C52,067F,0661,0662,0681
0D,1C53,067E,0660,0661,067F
0D,1C54,067F,0661,0662,0680
0D,1C55,0681,0663,0664,0682
0D,1C56,0681,0664,0665,0682
0D,1C57,0680,0662,0663,0681
0D,1C58,067E,0661,0662,067F
0D,1C59,067E,0662,0662,0680
0D,1C5A,0681,0663,0664,0682
0D,1C5B,0681,0663,0664,0683
0D,1C5C,0680,0662,0663,0681
0D,1C5D,067E,0661,0661,067F
0D,1C5E,067E,0661,0661,0680
0D,1C5F,0681,0663,0664,0682
0D,1C60,0682,0664,0664,0682
0D,1C61,0680,0662,0663,0681
0D,1C62,067E,0661,0661,067F
0D,1C63,067F,0661,0661,0680
0D,1C64,0680,0663,0664,0682
0D,1C65,0681,0663,0665,0682
0D,1C66,0680,0661,0663,0681
0D,1C67,067E,0660,0661,067F
0D,1C68,067E,0661,0662,067F
0D,1C69,0680,0664,0664,0681
0D,1C6A,0681,0663,0665,0682
0D,1C6B,067F,0661,0662,0681
0D,1C6C,067E,0660,0661,067F
0D,1C6D,067E,0660,0661,0680
0D,1C6E,0682,0662,0664,0682
0D,1C6F,0682,0663,0663,0682
0D,1C70,067F,0661,0662,0681
0D,1C71,067D,0660,0661,067F
0D,1C72,067E,0660,0661,067F
0D,1C73,0680,0663,0664,0681
0D,1C74,0680,0663,0664,0682
0D,1C75,067F,0661,0663,0680
0D,1C76,067E,0660,0661,067F
0D,1C77,067E,0660,0661,0680
0D,1C78,0681,0662,0663,0682
0D,1C79,0681,0663,0663,0682
0D,1C7A,067F,0661,0663,0681
0D,1C7B,067E,0660,0661,067F
0D,1C7C,067E,0660,0661,067F
0D,1C7D,0680,0663,0664,0681
0D,1C7E,0681,0663,0664,0682
0D,1C7F,067F,0662,0663,0680
0D,1C80,067D,0660,0661,067F
0D,1C81,067E,0660,0661,067F
0D,1C82,0680,0663,0664,0682
0D,1C83,0680,0663,0664,0681
0D,1C84,067F,0662,0662,0680
0D,1C85,067D,0660,0661,067F
0D,1C86,067E,0660,0661,067F
0D,1C87,0681,0663,0663,0682
0D,1C88,0681,0662,0664,0682
0D,1C89,067F,0661,0662,0680
0D,1C8A,067D,0660,0660,067F
0D,1C8B,067E,0660,0661,067F
0D,1C8C,0680,0663,0664,0681
0D,1C8D,0681,0662,0664,0681
0D,1C8E,067F,0662,0662,0680
0D,1C8F,067E,0660,0660,067F
0D,1C90,067E,0660,0661,067F
0D,1C91,0681,0663,0664,0682
0D,1C92,0680,0662,0665,0682
0D,1C93,067F,0661,0662,0680
0D,1C94,067D,0660,0660,067F
0D,1C95,067D,0661,0661,067F
0D,1C96,0681,0663,0663,0682
0D,1C97,0681,0662,0664,0682
0D,1C98,067F,0661,0662,0681
0D,1C99,067E,0660,0660,067F
0D,1C9A,067E,0660,0661,0680
0D,1C9B,0681,0662,0663,0682
0D,1C9C,0681,0663,0663,0682
0D,1C9D,067F,0662,0662,0681
0D,1C9E,067E,0660,0661,067F
0D,1C9F,067E,0660,0661,067F
0D,1CA0,0681,0663,0663,0681
0D,1CA1,0681,0663,0665,0682
0D,1CA2,0680,0661,0662,0681
0D,1CA3,067E,0660,0660,067F
0D,1CA4,067E,0661,0662,0680
0D,1CA5,0682,0663,0664,0682
0D,1CA6,0681,0664,0664,0682
0D,1CA7,067F,0662,0662,0680
0D,1CA8,067E,0661,0661,067F
0D,1CA9,067E,0660,0661,067F
0D,1CAA,0681,0663,0664,0682
0D,1CAB,0681,0663,0664,0682
0D,1CAC,0680,0661,0662,0681
0D,1CAD,067E,0660,0661,067F
0D,1CAE,067E,0661,0661,067F
0D,1CAF,0680,0662,0664,0682
0D,1CB0,0681,0663,0665,0682
0D,1CB1,067F,0661,0663,0681
0D,1CB2,067E,0660,0661,067F
0D,1CB3,067E,0660,0661,0680
0D,1CB4,0681,0663,0664,0683
0D,1CB5,0682,0663,0664,0683
0D,1CB6,0680,0662,0663,0681
0D,1CB7,067F,0660,0661,067F
0D,1CB8,067E,0660,0661,067F
0D,1CB9,0681,0664,0664,0682
0D,1CBA,0681,0664,0664,0682
0D,1CBB,067F,0661,0663,0681
0D,1CBC,067D,0660,0661,067F
0D,1CBD,067E,0660,0661,067F
0D,1CBE,0680,0663,0664,0682
0D,1CBF,0680,0663,0664,0682
0D,1CC0,067F,0661,0662,0680
0D,1CC1,067D,065F,0661,067E
0D,1CC2,067D,065F,0661,067F
0D,1CC3,0681,0662,0664,0683
0D,1CC4,0681,0662,0663,0682
0D,1CC5,0680,0661,0662,0680
0D,1CC6,067E,0660,0660,067F
0D,1CC7,067E,0661,0660,067F
0D,1CC8,0680,0662,0664,0682
0D,1CC9,0681,0663,0664,0682
0D,1CCA,067F,0662,0663,0680
0D,1CCB,067D,0660,0661,067F
0D,1CCC,067E,0660,0661,067F
0D,1CCD,0681,0663,0664,0681
0D,1CCE,0680,0663,0665,0682
0D,1CCF,067F,0662,0662,0681
0D,1CD0,067E,0660,0660,067F
0D,1CD1,067E,0661,0662,0680
0D,1CD2,0681,0663,0663,0682
0D,1CD3,0682,0662,0663,0682
0D,1CD4,0680,0661,0662,0681
0D,1CD5,067E,0660,0660,067F
0D,1CD6,067F,0660,0661,067F
0D,1CD7,0680,0663,0664,0681
0D,1CD8,0681,0663,0664,0681
0D,1CD9,067F,0661,0662,0680
0D,1CDA,067D,0660,0660,067E
0D,1CDB,067E,0660,0661,067F
0D,1CDC,0680,0663,0663,0681
0D,1CDD,0680,0663,0664,0682
0D,1CDE,067F,0662,0662,0680
0D,1CDF,067E,0660,0660,067F
0D,1CE0,067E,065F,0661,067F
0D,1CE1,0681,0663,0663,0682
0D,1CE2,0681,0662,0663,0682
0D,1CE3,0680,0662,0662,0680
0D,1CE4,067F,0661,0661,067E
0D,1CE5,067E,0660,0661,067F
0D,1CE6,0681,0662,0664,0682
0D,1CE7,0681,0664,0664,0682
0D,1CE8,0680,0662,0662,0680
0D,1CE9,067D,0660,0661,067E
0D,1CEA,067E,0661,0661,067F
0D,1CEB,0681,0663,0663,0682
0D,1CEC,0680,0663,0664,0682
0D,1CED,0680,0662,0662,0680
0D,1CEE,067D,0660,0661,067E
0D,1CEF,067E,0660,0662,0680
0D,1CF0,0681,0663,0664,0682
0D,1CF1,0681,0663,0664,0683
0D,1CF2,0680,0661,0662,0681
0D,1CF3,067E,0660,0660,067F
0D,1CF4,067E,0660,0661,067F
0D,1CF5,0680,0663,0664,0682
0D,1CF6,0680,0663,0664,0682
0D,1CF7,067F,0662,0663,0680
0D,1CF8,067D,0660,0661,067E
0D,1CF9,067E,0660,0661,067E
0D,1CFA,0680,0663,0664,0681
0D,1CFB,0681,0662,0664,0682
0D,1CFC,0680,0661,0662,0681
0D,1CFD,067F,0660,0660,067F
0D,1CFE,067E,065F,0661,067F
0D,1CFF,0681,0662,0663,0682
0D,1D00,0681,0663,0664,0682
0D,1D01,067F,0661,0662,0681
0D,1D02,067E,0660,0661,067F
0D,1D03,067F,0661,0661,067F
0D,1D04,0680,0663,0664,0682
0D,1D05,0680,0663,0664,0681
0D,1D06,067E,0662,0663,0680
0D,1D07,067D,0660,0661,067F
0D,1D08,067E,0660,0661,067F
0D,1D09,0680,0663,0663,0681
0D,1D0A,0681,0662,0664,0682
0D,1D0B,0680,0661,0662,0681
0D,1D0C,067E,0660,0661,067F
0D,1D0D,067E,0660,0661,067F
0D,1D0E,0681,0662,0664,0682
0D,1D0F,0680,0663,0665,0681
0D,1D10,067F,0662,0663,0681
0D,1D11,067D,0660,0662,067F
0D,1D12,067E,0660,0661,067F
0D,1D13,0680,0663,0664,0682
0D,1D14,0681,0663,0664,0682
0D,1D15,067F,0661,0662,0680
0D,1D16,067E,0660,0660,067F
0D,1D17,067E,0660,0661,067E
0D,1D18,0680,0662,0664,0682
0D,1D19,0682,0663,0664,0683
0D,1D1A,0680,0662,0662,0681
0D,1D1B,067F,0660,0661,0680
0D,1D1C,067E,0660,0661,0680
0D,1D1D,0681,0663,0664,0682
0D,1D1E,0682,0663,0664,0682
0D,1D1F,067F,0662,0663,0681
0D,1D20,067E,0661,0661,067F
0D,1D21,067E,0660,0661,0680
0D,1D22,0680,0663,0665,0682
0D,1D23,0680,0664,0665,0682
0D,1D24,067F,0662,0663,0680
0D,1D25,067E,065F,0661,0680
0D,1D26,067D,065F,0661,067F
0D,1D27,0681,0662,0663,0682
0D,1D28,0681,0663,0664,0682
0D,1D29,067F,0662,0663,0680
0D,1D2A,067E,0660,0660,067F
0D,1D2B,067D,0660,0662,067F
0D,1D2C,0681,0663,0664,0681
0D,1D2D,0681,0663,0664,0682
0D,1D2E,0680,0662,0663,0681
0D,1D2F,067E,0661,0661,067F
0D,1D30,067F,0660,0660,0680
0D,1D31,0681,0662,0664,0682
0D,1D32,0681,0664,0665,0682
0D,1D33,0680,0662,0663,0681
0D,1D34,067E,0661,0662,067F
0D,1D35,067E,0661,0662,067F
0D,1D36,0681,0663,0665,0682
0D,1D37,0681,0663,0665,0683
0D,1D38,0680,0661,0662,0681
0D,1D39,067E,0660,0660,067F
0D,1D3A,067E,0660,0661,067F
0D,1D3B,0680,0662,0664,0681
0D,1D3C,0681,0663,0664,0681
0D,1D3D,067F,0661,0662,0680
0D,1D3E,067E,0660,0660,067E
0D,1D3F,067E,0661,0661,067F
0D,1D40,0681,0663,0664,0682
0D,1D41,0681,0664,0664,0682
0D,1D42,0680,0661,0662,0680
0D,1D43,067E,0660,0661,067F
0D,1D44,067E,0660,0661,067F
0D,1D45,0680,0663,0664,0681
0D,1D46,0681,0663,0664,0682
0D,1D47,0680,0662,0662,0680
0D,1D48,067F,0660,0660,0680
0D,1D49,067E,0660,0661,0680
0D,1D4A,0681,0663,0664,0682
0D,1D4B,0682,0664,0665,0682
0D,1D4C,067F,0662,0663,0680
0D,1D4D,067F,0661,0661,0680
0D,1D4E,067F,0661,0662,067F
0D,1D4F,0681,0663,0664,0682
0D,1D50,0681,0663,0665,0682
0D,1D51,0680,0663,0663,0681
0D,1D52,067E,0660,0661,067F
0D,1D53,067E,0661,0661,067F
0D,1D54,0681,0663,0664,0682
0D,1D55,0682,0662,0664,0683
0D,1D56,067F,0662,0662,0681
0D,1D57,067F,0661,0660,067F
0D,1D58,067D,0660,0661,067F
0D,1D59,0681,0663,0664,0682
0D,1D5A,0682,0663,0664,0682
0D,1D5B,067F,0662,0662,0681
0D,1D5C,067E,0661,0662,067F
0D,1D5D,067E,0661,0662,067E
0D,1D5E,0681,0664,0665,0682
0D,1D5F,0681,0665,0665,0682
0D,1D60,067F,0662,0663,0680
0D,1D61,067E,0661,0661,067F
0D,1D62,067E,0661,0661,067F
0D,1D63,0681,0663,0664,0682
0D,1D64,0681,0663,0664,0683
0D,1D65,0680,0661,0662,0681
0D,1D66,067F,0660,0661,067F
0D,1D67,067E,065F,0661,0680
0D,1D68,0680,0663,0664,0681
0D,1D69,0680,0663,0664,0681
0D,1D6A,067E,0661,0662,0680
0D,1D6B,067E,0660,0660,067E
0D,1D6C,067E,0660,0660,067E
0D,1D6D,0680,0663,0664,0682
0D,1D6E,0681,0664,0664,0682
0D,1D6F,0680,0662,0662,0681
0D,1D70,067F,0660,0661,0680
0D,1D71,067E,0661,0661,0680
0D,1D72,0681,0663,0664,0682
0D,1D73,0682,0663,0664,0682
0D,1D74,067F,0663,0663,0681
0D,1D75,067E,0661,0661,067F
0D,1D76,067E,0660,0661,0680
0D,1D77,0680,0662,0663,0682
0D,1D78,0681,0663,0664,0681
0D,1D79,067F,0661,0662,0680
0D,1D7A,067D,0660,0661,067E
0D,1D7B,067E,0661,0660,067E
0D,1D7C,0680,0662,0664,0682
0D,1D7D,0681,0663,0664,0682
0D,1D7E,067F,0661,0662,0681
0D,1D7F,067E,0660,0661,067F
0D,1D80,067E,0661,0661,067F
0D,1D81,0680,0663,0663,0681
0D,1D82,0681,0663,0664,0683
0D,1D83,0680,0662,0662,0680
0D,1D84,067E,0660,0661,067F
0D,1D85,067E,065F,0661,067F
0D,1D86,0680,0663,0664,0682
0D,1D87,0681,0663,0664,0682
0D,1D88,0680,0662,0662,0681
0D,1D89,067E,0660,0661,067F
0D,1D8A,067E,0660,0660,067F
0D,1D8B,0680,0662,0664,0682
0D,1D8C,0681,0663,0664,0682
0D,1D8D,0680,0662,0662,0681
0D,1D8E,067E,0660,0661,067F
0D,1D8F,067E,0661,0661,067F
0D,1D90,0681,0663,0664,0682
0D,1D91,0681,0662,0665,0683
0D,1D92,067F,0662,0663,0680
0D,1D93,067E,0660,0661,067E
0D,1D94,067E,065F,0660,067F
0D,1D95,0681,0663,0663,0681
0D,1D96,0681,0663,0664,0682
0D,1D97,067F,0661,0662,0681
0D,1D98,067E,0660,0661,067F
0D,1D99,067E,0661,0661,067F
0D,1D9A,0680,0662,0663,0682
0D,1D9B,0681,0662,0664,0682
0D,1D9C,0680,0661,0662,0681
0D,1D9D,067E,0660,0661,067F
0D,1D9E,067D,0660,0661,067F
0D,1D9F,0681,0662,0664,0682
0D,1DA0,0681,0663,0664,0682
0D,1DA1,0680,0663,0663,0681
0D,1DA2,067E,0661,0661,067F
0D,1DA3,067D,0660,0661,067F
0D,1DA4,0680,0662,0664,0682
0D,1DA5,0681,0663,0664,0682
0D,1DA6,067F,0662,0663,0681
0D,1DA7,067E,0661,0661,067F
0D,1DA8,067E,0660,0661,067F
0D,1DA9,0680,0662,0664,0682
0D,1DAA,0681,0663,0664,0682
0D,1DAB,0680,0661,0662,0681
0D,1DAC,067E,0660,0660,067F
0D,1DAD,067D,0660,0661,067E
0D,1DAE,067F,0662,0664,0682
0D,1DAF,0680,0662,0664,0682
0D,1DB0,067F,0661,0662,0681
0D,1DB1,067E,0661,0661,067E
0D,1DB2,067E,0660,0660,067F
0D,1DB3,0680,0662,0663,0681
0D,1DB4,0681,0663,0663,0682
0D,1DB5,067F,0661,0662,0681
0D,1DB6,067E,0660,0662,0680
0D,1DB7,067F,0660,0661,067F
0D,1DB8,0680,0663,0664,0682
0D,1DB9,0681,0664,0665,0682
0D,1DBA,067F,0662,0663,0681
0D,1DBB,067E,0660,0661,067F
0D,1DBC,067E,0660,0662,067F
0D,1DBD,0681,0663,0665,0682
0D,1DBE,0681,0664,0664,0683
0D,1DBF,067F,0662,0663,0681
0D,1DC0,067E,0660,0660,067F
0D,1DC1,067D,065F,0660,067F
0D,1DC2,0680,0662,0663,0681
0D,1DC3,0680,0664,0664,0682
0D,1DC4,067F,0662,0663,0681
0D,1DC5,067E,0660,0661,067F
0D,1DC6,067E,0660,0660,067E
0D,1DC7,0680,0662,0663,0682
0D,1DC8,0681,0663,0664,0682
0D,1DC9,067F,0662,0663,0681
0D,1DCA,067E,0660,0661,067F
0D,1DCB,067D,0660,0661,067F
0D,1DCC,067F,0662,0664,0681
0D,1DCD,0680,0663,0665,0683
0D,1DCE,0680,0663,0663,0681
0D,1DCF,067F,0661,0661,067F
0D,1DD0,067E,065F,0661,067F
0D,1DD1,0681,0663,0664,0682
0D,1DD2,0681,0663,0664,0683
0D,1DD3,0680,0662,0663,0681
0D,1DD4,067F,0660,0661,067F
0D,1DD5,067E,0660,0660,067F
0D,1DD6,0680,0662,0663,0681
0D,1DD7,0680,0663,0665,0682
0D,1DD8,0680,0661,0663,0681
0D,1DD9,067E,0661,0661,0680
0D,1DDA,067E,0660,0662,067F
0D,1DDB,0680,0663,0664,0681
0D,1DDC,0681,0663,0665,0682
0D,1DDD,067F,0662,0663,0680
0D,1DDE,067E,0661,0661,067F
0D,1DDF,067E,0660,0660,067F
0D,1DE0,0681,0662,0663,0681
0D,1DE1,0681,0663,0664,0682
0D,1DE2,0680,0662,0663,0681
0D,1DE3,067E,0661,0661,067F
0D,1DE4,067E,0661,0661,067F
0D,1DE5,0680,0663,0664,0681
0D,1DE6,0681,0664,0665,0683
0D,1DE7,067F,0662,0663,0681
0D,1DE8,067E,0660,0661,067F
0D,1DE9,067E,0661,0661,067F
0D,1DEA,0681,0663,0664,0682
0D,1DEB,0681,0663,0664,0683
0D,1DEC,0680,0662,0662,0681
0D,1DED,067E,0660,0661,067F
0D,1DEE,067D,0660,0660,067F
0D,1DEF,0680,0662,0664,0681
0D,1DF0,0681,0663,0665,0682
0D,1DF1,067F,0662,0662,0680
0D,1DF2,067D,0661,0661,067E
0D,1DF3,067E,0660,0660,067E
0D,1DF4,0680,0663,0664,0682
0D,1DF5,0681,0663,0664,0682
0D,1DF6,067F,0661,0663,0680
0D,1DF7,067E,0661,0661,067F
0D,1DF8,067E,0660,0660,067F
0D,1DF9,0680,0663,0663,0682
0D,1DFA,0682,0662,0664,0683
0D,1DFB,0680,0661,0662,0682
0D,1DFC,067F,0660,0660,067F
0D,1DFD,067E,065F,0661,067F
0D,1DFE,0680,0663,0664,0681
0D,1DFF,0681,0664,0665,0681
0D,1E00,067E,0662,0664,0680
0D,1E01,067E,0661,0661,067F
0D,1E02,067E,0660,0660,067E
0D,1E03,0680,0662,0663,0681
0D,1E04,0681,0662,0664,0682
0D,1E05,0680,0661,0662,0682
0D,1E06,067E,065F,0661,067F
0D,1E07,067D,065F,0660,067E
0D,1E08,0681,0662,0663,0682
0D,1E09,0682,0664,0665,0683
0D,1E0A,0680,0664,0664,0681
0D,1E0B,067F,0661,0662,0680
0D,1E0C,067D,0660,0661,067F
0D,1E0D,0680,0663,0664,0681
0D,1E0E,0681,0663,0663,0682
0D,1E0F,067F,0662,0662,0680
0D,1E10,067E,0660,0661,067F
0D,1E11,067E,065F,0660,067E
0D,1E12,0680,0662,0663,0681
0D,1E13,0682,0663,0664,0682
0D,1E14,0680,0662,0662,0681
0D,1E15,067E,0660,0661,0680
0D,1E16,067E,0660,0660,067F
0D,1E17,0680,0662,0663,0682
0D,1E18,0681,0662,0665,0683
0D,1E19,067F,0662,0663,0680
0D,1E1A,067E,0661,0661,067F
0D,1E1B,067E,065F,0661,067F
0D,1E1C,0680,0663,0663,0681
0D,1E1D,0681,0663,0664,0682
0D,1E1E,067F,0662,0663,0681
0D,1E1F,067E,0660,0661,067F
0D,1E20,067E,0660,0660,067E
0D,1E21,0680,0662,0663,0682
0D,1E22,0681,0663,0664,0683
0D,1E23,0680,0661,0662,0681
0D,1E24,067F,0660,0661,0680
0D,1E25,067D,0660,0661,067F
0D,1E26,0681,0663,0663,0682
0D,1E27,0681,0664,0665,0682
0D,1E28,0680,0661,0663,0681
0D,1E29,067F,0661,0661,067F
0D,1E2A,067E,0660,0660,067F
0D,1E2B,0680,0663,0663,0681
0D,1E2C,0680,0663,0664,0681
0D,1E2D,067F,0662,0663,0680
0D,1E2E,067E,0661,0661,067F
0D,1E2F,067E,0660,0661,067F
0D,1E30,0681,0662,0663,0683
0D,1E31,0682,0663,0664,0683
0D,1E32,0681,0661,0662,0681
0D,1E33,067F,0660,0661,0680
0D,1E34,067E,0660,0661,067F
0D,1E35,0681,0663,0664,0682
0D,1E36,0681,0664,0665,0683
0D,1E37,0680,0663,0664,0681
0D,1E38,067E,0662,0662,067F
0D,1E39,067D,0660,0661,067F
0D,1E3A,0680,0662,0663,0681
0D,1E3B,0681,0663,0663,0681
0D,1E3C,0680,0661,0662,0681
0D,1E3D,067E,0661,0661,067E
0D,1E3E,067D,065F,0660,067E
0D,1E3F,0680,0661,0663,0682
0D,1E40,0681,0663,0664,0682
0D,1E41,0680,0661,0662,0681
0D,1E42,067E,0660,0660,067F
0D,1E43,067D,0660,0660,067E
0D,1E44,067F,0662,0663,0681
0D,1E45,0680,0663,0664,0682
0D,1E46,0680,0662,0663,0680
0D,1E47,067E,0661,0661,067F
0D,1E48,067D,0660,0660,067E
0D,1E49,0680,0662,0663,0681
0D,1E4A,0681,0663,0663,0682
0D,1E4B,067F,0662,0663,0680
0D,1E4C,067E,0660,0661,067F
0D,1E4D,067E,065F,0660,067F
0D,1E4E,0680,0662,0663,0681
0D,1E4F,0681,0663,0664,0681
0D,1E50,0680,0661,0663,0680
0D,1E51,067E,0660,0661,067F
0D,1E52,067D,0660,0661,067E
0D,1E53,0680,0662,0663,0681
0D,1E54,0680,0663,0664,0682
0D,1E55,0680,0663,0663,0680
0D,1E56,067F,0661,0661,067F
0D,1E57,067E,0660,0661,067F
0D,1E58,0681,0663,0663,0681
0D,1E59,0681,0663,0664,0682
0D,1E5A,067F,0661,0664,0682
0D,1E5B,067E,0660,0662,0680
0D,1E5C,067D,0660,0661,067F
0D,1E5D,0680,0662,0663,0681
0D,1E5E,0681,0663,0663,0682
0D,1E5F,067F,0661,0662,0681
0D,1E60,067E,0660,0661,067F
0D,1E61,067D,0660,0660,067E
0D,1E62,0680,0662,0663,0681
0D,1E63,0681,0663,0664,0683
0D,1E64,067F,0662,0663,0680
0D,1E65,067E,0661,0662,067F
0D,1E66,067D,0660,0661,067F
0D,1E67,0680,0662,0663,0682
0D,1E68,0681,0663,0664,0682
0D,1E69,0680,0661,0662,0681
0D,1E6A,067E,0661,0661,0680
0D,1E6B,067E,0660,0661,067F
0D,1E6C,0680,0662,0664,0681
0D,1E6D,0681,0664,0664,0682
0D,1E6E,0680,0661,0663,0681
0D,1E6F,067E,0660,0661,067F
